provider,instance_id,instance_family,instance_type,vcpus,memory_gib,region,zone,price_per_hour,spot_price_per_hour,gpu_model,gpu_count
AWS,r6idn.xlarge,r6idn,r6idn.xlarge,4,32.0,us-east-1,,0.39078,0.16777999999999998,,
AWS,m7g.medium,m7g,m7g.medium,1,4.0,us-east-1,,0.0408,0.01456,,
AWS,x8g.24xlarge,x8g,x8g.24xlarge,96,1536.0,us-east-1,,9.3792,2.6422000000000003,,
AWS,x2gd.metal,x2gd,x2gd.metal,64,1024.0,us-east-1,,5.344,1.75116,,
AWS,i4i.xlarge,i4i,i4i.xlarge,4,32.0,us-east-1,,0.343,0.1305,,
AWS,r5d.8xlarge,r5d,r5d.8xlarge,32,256.0,us-east-1,,2.304,0.81798,,
AWS,m6in.large,m6in,m6in.large,2,8.0,us-east-1,,0.13923,0.05316,,
AWS,m5ad.24xlarge,m5ad,m5ad.24xlarge,96,384.0,us-east-1,,4.944,2.79976,,
AWS,c6gd.2xlarge,c6gd,c6gd.2xlarge,8,16.0,us-east-1,,0.3072,0.06434,,
AWS,d2.2xlarge,d2,d2.2xlarge,8,61.0,us-east-1,,1.38,0.24773333333333333,,
AWS,m7gd.12xlarge,m7gd,m7gd.12xlarge,48,192.0,us-east-1,,2.5628,0.6723600000000001,,
AWS,x2iedn.xlarge,x2iedn,x2iedn.xlarge,4,128.0,us-east-1,,0.83363,0.23622,,
AWS,r6i.4xlarge,r6i,r6i.4xlarge,16,128.0,us-east-1,,1.008,0.41411999999999993,,
AWS,m5.24xlarge,m5,m5.24xlarge,96,384.0,us-east-1,,4.608,1.33044,,
AWS,c6gd.large,c6gd,c6gd.large,2,4.0,us-east-1,,0.0768,0.030459999999999997,,
AWS,m7a.48xlarge,m7a,m7a.48xlarge,192,768.0,us-east-1,,11.12832,3.2012,,
AWS,r5ad.24xlarge,r5ad,r5ad.24xlarge,96,768.0,us-east-1,,6.288,1.9177799999999998,,
AWS,c5a.4xlarge,c5a,c5a.4xlarge,16,32.0,us-east-1,,0.616,0.25916,,
AWS,r5n.4xlarge,r5n,r5n.4xlarge,16,128.0,us-east-1,,1.192,0.6885,,
AWS,m6i.16xlarge,m6i,m6i.16xlarge,64,256.0,us-east-1,,3.072,0.95404,,
AWS,r7a.2xlarge,r7a,r7a.2xlarge,8,64.0,us-east-1,,0.6086,0.25684,,
AWS,r7i.xlarge,r7i,r7i.xlarge,4,32.0,us-east-1,,0.2646,0.10198,,
AWS,m5a.8xlarge,m5a,m5a.8xlarge,32,128.0,us-east-1,,1.376,0.5587,,
AWS,r7a.12xlarge,r7a,r7a.12xlarge,48,384.0,us-east-1,,3.6516,1.4393,,
AWS,m5zn.2xlarge,m5zn,m5zn.2xlarge,8,32.0,us-east-1,,0.6607,0.31260000000000004,,
AWS,m5dn.16xlarge,m5dn,m5dn.16xlarge,64,256.0,us-east-1,,4.352,1.47976,,
AWS,m5dn.12xlarge,m5dn,m5dn.12xlarge,48,192.0,us-east-1,,3.264,1.1312200000000001,,
AWS,c7a.32xlarge,c7a,c7a.32xlarge,128,256.0,us-east-1,,6.56896,1.9384599999999998,,
AWS,r6a.xlarge,r6a,r6a.xlarge,4,32.0,us-east-1,,0.2268,0.0703,,
AWS,c6id.24xlarge,c6id,c6id.24xlarge,96,192.0,us-east-1,,4.8384,1.45566,,
AWS,r7i.metal-24xl,r7i,r7i.metal-24xl,96,768.0,us-east-1,,6.3504,1.26978,,
AWS,m5d.2xlarge,m5d,m5d.2xlarge,8,32.0,us-east-1,,0.452,0.26322,,
AWS,c7gd.12xlarge,c7gd,c7gd.12xlarge,48,96.0,us-east-1,,2.1773,0.6138,,
AWS,c6g.12xlarge,c6g,c6g.12xlarge,48,96.0,us-east-1,,1.632,0.38624,,
AWS,c7a.medium,c7a,c7a.medium,1,2.0,us-east-1,,0.05132,0.017099999999999997,,
AWS,i3.xlarge,i3,i3.xlarge,4,30.5,us-east-1,,0.312,0.12341666666666666,,
AWS,t3.small,t3,t3.small,2,2.0,us-east-1,,0.0208,0.006719999999999999,,
AWS,g4dn.4xlarge,g4dn,g4dn.4xlarge,16,64.0,us-east-1,,1.204,0.37728,T4,1.0
AWS,r6id.xlarge,r6id,r6id.xlarge,4,32.0,us-east-1,,0.3024,0.14374,,
AWS,i3en.2xlarge,i3en,i3en.2xlarge,8,64.0,us-east-1,,0.904,0.41163999999999995,,
AWS,m2.2xlarge,m2,m2.2xlarge,4,34.19921875,us-east-1,,0.49,0.143375,,
AWS,z1d.2xlarge,z1d,z1d.2xlarge,8,64.0,us-east-1,,0.744,0.2847,,
AWS,i8g.12xlarge,i8g,i8g.12xlarge,48,384.0,us-east-1,,4.1184,1.1512666666666667,,
AWS,i7ie.2xlarge,i7ie,i7ie.2xlarge,8,64.0,us-east-1,,1.0396,0.39878,,
AWS,g6.48xlarge,g6,g6.48xlarge,192,768.0,us-east-1,,13.3504,3.470275,L4,8.0
AWS,m5zn.large,m5zn,m5zn.large,2,8.0,us-east-1,,0.1652,0.062380000000000005,,
AWS,t2.large,t2,t2.large,2,8.0,us-east-1,,0.0928,0.03175,,
AWS,m6a.16xlarge,m6a,m6a.16xlarge,64,256.0,us-east-1,,2.7648,1.06312,,
AWS,i7ie.18xlarge,i7ie,i7ie.18xlarge,72,576.0,us-east-1,,9.3564,3.3120400000000005,,
AWS,m6a.metal,m6a,m6a.metal,192,768.0,us-east-1,,8.2944,2.14934,,
AWS,r4.xlarge,r4,r4.xlarge,4,30.5,us-east-1,,0.266,0.09413333333333333,,
AWS,r7i.4xlarge,r7i,r7i.4xlarge,16,128.0,us-east-1,,1.0584,0.40553999999999996,,
AWS,i4i.12xlarge,i4i,i4i.12xlarge,48,384.0,us-east-1,,4.118,1.60154,,
AWS,g4dn.12xlarge,g4dn,g4dn.12xlarge,48,192.0,us-east-1,,3.912,1.48234,T4,4.0
